Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
02/07/2018,22,AutoTheft,19G10,Apartment Parking Lot,10600-10699,BEECHNUT ST,ST,-,1
02/08/2018,01,Theft,19G10,Grocery Store or Supermarket Parking Lot,1200-1299,TRAVIS,-,-,1
02/08/2018,00,Aggravated Assault,19G10,Apartment,9800-9899,HOMELESS,-,-,1
02/08/2018,12,Aggravated Assault,19G10,"Road, Street, or Sidewalk",10600-10699,BEECHNUT,ST,-,1
02/08/2018,11,Theft,19G10,Grocery Store or Supermarket Parking Lot,10100-10199,BEECHNUT ST,ST,-,1
02/09/2018,19,Aggravated Assault,19G10,Apartment,7900-7999,WILCREST DR,-,-,1
02/09/2018,17,Robbery,19G10,Service or Gas Station,9800-9899,BISSONNET ST,ST,-,1
02/09/2018,10,Theft,19G10,Grocery Store or Supermarket Parking Lot,9400-9499,W SAM HOUSTON PKWY S,-,-,1
02/09/2018,12,Theft,19G10,Service or Gas Station,8300-8399,WILCREST,ST,-,1
02/09/2018,12,Theft,19G10,Strip Business Center Parking Lot,6900-6999,CORPORATE DR,-,-,1
02/09/2018,08,Theft,19G10,"Pawn, Resale Shop, or Flea Market",9700-9799,BEECHNUT,ST,-,1
02/09/2018,15,Theft,19G10,"Parks and Recreation, Zoo, Swimming Pool",7500-7599,W SAM HOUSTON PKWY S,-,-,1
02/09/2018,16,Theft,19G10,Auto Repair,10000-10099,BISSONNET,ST,-,1
02/10/2018,00,Aggravated Assault,19G10,Apartment,10600-10699,BEECHNUT ST,ST,-,1
02/10/2018,14,Burglary,19G10,Apartment,10600-10699,BEECHNUT ST,ST,-,1
02/10/2018,09,Robbery,19G10,Apartment,9400-9499,WOODFAIR DR,-,-,1
02/10/2018,06,Theft,19G10,Apartment Parking Lot,8100-8199,MAPLE CREST,ST,-,1
02/10/2018,18,Aggravated Assault,19G10,Apartment,9300-9399,WOODFAIR DR,-,-,1
02/10/2018,23,Theft,19G10,Commercial Parking Lot or Garage,9300-9399,W SAM HOUSTON PKWY S,-,-,1
02/10/2018,23,Aggravated Assault,19G10,Apartment,10200-10299,CLUB CREEK DR,-,-,1
02/11/2018,08,Theft,19G10,Apartment Parking Lot,8300-8399,CINNAMON LN,-,-,1
02/11/2018,08,Theft,19G10,Apartment Parking Lot,8400-8499,SOUTH COURSE DR,-,-,1
02/11/2018,09,Burglary,19G10,Residence or House,9900-9999,SHARPCREST ST,ST,-,1
02/12/2018,11,Theft,19G10,Service or Gas Station,10000-10099,BEECHNUT ST,ST,-,1
02/12/2018,11,AutoTheft,19G10,Apartment Parking Lot,9200-9299,WOODFAIR DR,-,-,1
02/12/2018,12,AutoTheft,19G10,Residence or House,10000-10099,BEECHNUT,ST,-,1
02/12/2018,16,Burglary,19G10,Department or Discount Store,10800-10899,BEECHNUT ST,ST,-,1
02/12/2018,18,Rape,19G10,Apartment Laundry,8800-8899,BOONE RD,RD,-,1
02/13/2018,10,Theft,19G10,Miscellaneous Business (Non-Specific),9700-9799,BISSONNET,ST,-,1
02/13/2018,13,Robbery,19G10,Commercial Parking Lot or Garage,9400-9499,W SAM HOUSTON PKWY S,-,-,1
02/13/2018,15,Theft,19G10,Barber And Beauty Shops,10800-10899,BEECHNUT,ST,-,1
02/13/2018,17,Theft,19G10,Residence or House,10600-10699,BEECHNUT ST,ST,-,1
02/14/2018,04,Aggravated Assault,19G10,"Road, Street, or Sidewalk",16300-16399,QUAIL ECHO,-,-,1
02/14/2018,14,AutoTheft,19G10,"Road, Street, or Sidewalk",9400-9499,RONDA,LN,-,1
02/14/2018,18,Aggravated Assault,19G10,Apartment,9500-9599,WILCREST,ST,-,1
02/14/2018,19,AutoTheft,19G10,Apartment Parking Lot,7700-7799,CORPORATE DR,-,-,1
02/15/2018,13,Burglary,19G10,Apartment,11700-11799,N. LITTLE JOHN,CIR,-,1
02/15/2018,10,Theft,19G10,"Physician, Doctor, Dentist's Office",8900-8999,BOONE RD,RD,-,1
02/15/2018,09,Theft,19G10,"Road, Street, or Sidewalk",10600-10699,BEXLEY DR,-,-,1
02/16/2018,06,Theft,19G10,Department or Discount Store,7900-7999,NORTHWEST 27TH,AVE,-,1
02/16/2018,12,Theft,19G10,Apartment,9900-9999,CLUB CREEK,DR,-,1
02/16/2018,10,Theft,19G10,Drug Store or Medical Supply,10900-10999,BISSONNET,ST,-,1
02/16/2018,20,Theft,19G10,Department or Discount Store,9400-9499,SAM HOUSTON,PKWY,W,1
02/16/2018,17,AutoTheft,19G10,"Road, Street, or Sidewalk",8500-8599,WEST SAM HOUSTON,PKWY,-,1
02/16/2018,23,Robbery,19G10,Service or Gas Station,11600-11699,TWINRIDGE LANE,-,-,1
02/17/2018,06,Theft,19G10,Bar or Night Club Parking Lot,9500-9599,WOODFAIR DR,-,-,1
02/17/2018,10,Theft,19G10,Apartment Rental Office,7500-7599,CORPORATE DR,-,-,1
02/17/2018,20,Aggravated Assault,19G10,Apartment Parking Lot,9400-9499,CONCOURSE DR,-,-,1
02/17/2018,19,Theft,19G10,Service or Gas Station,9700-9799,BEECHNUT ST,ST,-,1
02/17/2018,17,Theft,19G10,Apartment Parking Lot,8500-8599,W SAM HOUSTON PKWY S,-,-,1
02/18/2018,20,Theft,19G10,Commercial Parking Lot or Garage,9400-9499,CONCOURSE DR 2115,-,-,1
02/18/2018,22,Theft,19G10,Grocery Store or Supermarket,9400-9499,SAM HOUSTON,PKWY,W,1
02/18/2018,21,Theft,19G10,Convenience Store,8400-8499,WILCREST DR,-,-,1
02/18/2018,18,Theft,19G10,Apartment Parking Lot,9500-9599,WILCREST DR,-,-,1
02/19/2018,21,Robbery,19G10,Restaurant or Cafeteria Parking Lot,9800-9899,BELLAIRE BLVD,BLVD,-,1
02/19/2018,14,AutoTheft,19G10,"Road, Street, or Sidewalk",8600-8699,SOUTH COURSE DR,-,-,1
02/19/2018,03,Aggravated Assault,19G10,Apartment,9800-9899,BELLAIRE BLVD,BLVD,-,1
02/19/2018,01,Theft,19G10,Service or Gas Station,7900-7999,CORPORATE DR,-,-,1
02/19/2018,04,Theft,19G10,Grocery Store or Supermarket,9400-9499,SAM HOUSTON,PKWY,W,1
02/20/2018,17,AutoTheft,19G10,Grocery Store or Supermarket Parking Lot,1900-1999,GESSNER,-,-,1
02/20/2018,15,Burglary,19G10,"Vacant Single Occ Resd(House,Townhs,Dplex)",10100-10199,GLENGATE LN,-,-,1
02/20/2018,03,Theft,19G10,Apartment Parking Lot,10600-10699,BEECHNUT,ST,-,1
02/20/2018,08,Theft,19G10,Service or Gas Station,9400-9499,SAM HOUSTON,PKWY,W,1
02/21/2018,14,Theft,19G10,Apartment,8500-8599,W SAM HOUSTON PKWY S,-,-,1
02/21/2018,18,Burglary,19G10,Apartment,10900-10999,VILLAGE BEND LN,-,-,1
02/21/2018,19,Theft,19G10,Grocery Store or Supermarket,10800-10899,BEECHNUT,ST,-,1
02/21/2018,20,AutoTheft,19G10,"Road, Street, or Sidewalk",9800-9899,SHARPCREST ST,ST,-,1
02/21/2018,15,Theft,19G10,Apartment Parking Lot,9400-9499,W SAM HOUSTON PKWY S,-,-,1
02/21/2018,15,Theft,19G10,Commercial Building,9400-9499,SAM HOUSTON,PKWY,W,1
02/21/2018,00,Burglary,19G10,"Electronics Store, Electrical Supplies",10000-10099,BISSONNET,ST,-,1
02/22/2018,11,Theft,19G10,Strip Business Center Parking Lot,12900-12999,COMMUNITY,CT,-,1
02/22/2018,12,Theft,19G10,Department or Discount Store,10900-10999,BISSONNET,ST,-,1
02/22/2018,00,Theft,19G10,Convenience Store,10800-10899,BEECHNUT,ST,-,1
02/22/2018,07,Theft,19G10,Apartment Parking Lot,10200-10299,BEECHNUT ST,ST,-,1
02/22/2018,20,Robbery,19G10,Apartment,19000-19099,HARDY,RD,W,1
02/22/2018,22,Robbery,19G10,Other Parking Lot,10200-10299,CLUB CREEK DR,-,-,1
02/22/2018,23,Robbery,19G10,Apartment,7700-7799,CORPORATE DR,-,-,1
02/23/2018,03,Rape,19G10,Convenience Store Parking Lot,10900-10999,BEECHNUT ST,ST,-,1
02/23/2018,09,Theft,19G10,Apartment Parking Lot,10100-10199,CLUB CREEK DR,-,-,1
02/23/2018,23,Aggravated Assault,19G10,Apartment,9200-9299,WOODFAIR DR,-,-,1
02/23/2018,19,Rape,19G10,"Road, Street, or Sidewalk",1200-1299,COMMERCE,ST,-,1
02/24/2018,03,Burglary,19G10,Restaurant or Cafeteria,9500-9599,WILCREST,ST,-,1
02/24/2018,09,Theft,19G10,Other Parking Lot,11500-11599,BISSONNET,-,-,1
02/24/2018,13,Theft,19G10,Commercial Parking Lot or Garage,6800-6899,FITZGERALD,CT,-,1
02/24/2018,13,Theft,19G10,Restaurant or Cafeteria Parking Lot,9300-9399,W SAM HOUSTON PKWY S,-,-,1
02/24/2018,12,Theft,19G10,Hotel or Motel Parking Lot,6800-6899,SAM HOUSTON PKWY S,-,-,1
02/24/2018,14,Theft,19G10,Grocery Store or Supermarket Parking Lot,9400-9499,W SAM HOUSTON PKWY S,-,-,1
02/24/2018,16,Theft,19G10,Strip Business Center Parking Lot,7700-7799,WINDWARD PASSAGE,-,-,1
02/24/2018,16,AutoTheft,19G10,Miscellaneous Business (Non-Specific),6800-6899,W SAM HOUSTON PKWY S,-,-,1
02/24/2018,20,AutoTheft,19G10,Apartment Parking Lot,9400-9499,WOODFAIR DR,-,-,1
02/24/2018,21,Aggravated Assault,19G10,Apartment,9900-9999,CLUB CREEK DR,-,-,1
02/24/2018,23,Aggravated Assault,19G10,Apartment,10000-10099,CLUB CREEK DR,-,-,1
02/25/2018,08,Burglary,19G10,Restaurant or Cafeteria Parking Lot,10800-10899,BISSONNET,ST,-,1
02/25/2018,23,Theft,19G10,"Road, Street, or Sidewalk",9800-9899,BISSONNET ST,ST,-,1
02/25/2018,23,Robbery,19G10,Service or Gas Station,8100-8199,SAM HOUSTON,PKWY,W,1
02/26/2018,07,Theft,19G10,Apartment Parking Lot,10100-10199,CLUB CREEK DR,-,-,1
02/26/2018,07,Theft,19G10,Apartment Parking Lot,10600-10699,BEECHNUT ST,ST,-,1
02/26/2018,20,AutoTheft,19G10,Apartment Parking Lot,10600-10699,BEECHNUT ST,ST,-,1
02/27/2018,14,Theft,19G10,Grocery Store or Supermarket Parking Lot,9400-9499,W SAM HOUSTON PKWY S,-,-,1
02/27/2018,12,Robbery,19G10,Apartment Parking Lot,7300-7399,CORPORATE,DR,-,1
02/27/2018,22,Robbery,19G10,Apartment Parking Lot,9200-9299,WOODFAIR DR,-,-,1
02/27/2018,16,Theft,19G10,Apartment,9100-9199,COUNTRY CREEK,-,-,1
02/27/2018,16,Theft,19G10,Apartment Parking Lot,10000-10099,SPICE,LN,-,1
02/28/2018,22,Aggravated Assault,19G10,"Road, Street, or Sidewalk",9900-9999,CLUB CREEK DR,-,-,1
02/02/2018,19,Burglary,19G20,"Church, Synagogue, or Temple",12200-12299,SEA SHORE DR,-,-,1
02/03/2018,16,Theft,19G20,Other Parking Lot,11200-11299,PO BOX 106169,-,-,1
02/03/2018,17,Theft,19G20,Restaurant or Cafeteria Parking Lot,10600-10699,BELLAIRE BLVD,BLVD,-,1
02/03/2018,17,AutoTheft,19G20,Driveway,4100-4199,B ST,ST,-,1
02/03/2018,15,Theft,19G20,Strip Business Center Parking Lot,20600-20699,ANDORRA HILLS LANE,-,-,1
02/03/2018,06,Theft,19G20,Apartment,10500-10599,TURTLEWOOD CT,-,-,1
02/03/2018,06,Aggravated Assault,19G20,Residence or House,6600-6699,BRIAR GLADE DR,-,-,1
02/04/2018,13,Theft,19G20,Residence or House,4100-4199,BOONE RD,RD,-,1
02/05/2018,19,Theft,19G20,Apartment Parking Lot,4500-4599,S KIRKWOOD RD,RD,-,1
02/05/2018,19,AutoTheft,19G20,Strip Business Center Parking Lot,11300-11399,BEECHNUT ST,ST,-,1
02/05/2018,16,Robbery,19G20,Bus Stop,11900-11999,BELLAIRE BLVD,BLVD,-,1
02/05/2018,08,Theft,19G20,Other Parking Lot,12200-12299,BEECHNUT,ST,-,1
02/05/2018,09,Theft,19G20,Apartment Parking Lot,UNK,E PARKWEST DR,-,-,1
02/06/2018,07,Theft,19G20,Residence or House,11400-11499,CARVEL LN,-,-,1
02/06/2018,10,Theft,19G20,Drug Store or Medical Supply,12200-12299,BELLAIRE,BLVD,-,1
02/06/2018,19,Burglary,19G20,Residence or House,4400-4499,WILDACRES DR,-,-,1
02/07/2018,11,Theft,19G20,Apartment Parking Lot,11500-11599,SANDS POINT DR,-,-,1
02/07/2018,17,Rape,19G20,Commercial Building,4800-4899,BIGREEF,-,-,1
02/07/2018,23,Aggravated Assault,19G20,"Road, Street, or Sidewalk",11200-11299,HENDON LN,-,-,1
02/08/2018,14,Theft,19G20,Other Parking Lot,6800-6899,BANEWAY DR,-,-,1
02/08/2018,19,Aggravated Assault,19G20,Commercial Parking Lot or Garage,8000-8099,S KIRKWOOD RD,RD,-,2
02/09/2018,07,Burglary,19G20,Residence or House,2900-2999,PATNA,DR,-,1
02/09/2018,08,Theft,19G20,Apartment Parking Lot,11400-11499,BEECHNUT ST,ST,-,1
02/09/2018,21,Theft,19G20,Restaurant or Cafeteria Parking Lot,7300-7399,WOODED LAKE,LN,-,1
02/10/2018,01,Theft,19G20,Strip Business Center Parking Lot,12100-12199,BELLAIRE BLVD,BLVD,-,1
02/10/2018,13,Theft,19G20,Auto Repair,6800-6899,BANEWAY,DR,-,1
02/10/2018,12,Aggravated Assault,19G20,Convenience Store Parking Lot,11200-11299,BELLAIRE BLVD,BLVD,-,1
02/10/2018,21,Theft,19G20,"Road, Street, or Sidewalk",11600-11699,CARVEL LN,-,-,1
02/11/2018,17,Theft,19G20,Apartment Parking Lot,11300-11399,HARWIN DR,-,-,1
02/11/2018,22,Theft,19G20,Residence or House,6100-6199,GRANDVALE DR,-,-,1
02/12/2018,15,Theft,19G20,"Church, Synagogue, or Temple Parking Lot",11300-11399,STANCLIFF,-,-,1
02/12/2018,14,Theft,19G20,Service or Gas Station,11200-11299,BEECHNUT ST,ST,-,1
02/13/2018,19,Theft,19G20,Auto Repair,6800-6899,BANEWAY DR,-,-,1
02/13/2018,13,Burglary,19G20,Rental Storage Facility,11300-11399,BELLAIRE BLVD,BLVD,-,1
02/13/2018,10,Theft,19G20,Grocery Store or Supermarket,11200-11299,BELLAIRE BLVD,BLVD,-,1
02/13/2018,11,Theft,19G20,Grocery Store or Supermarket,11200-11299,BELLAIRE BLVD,BLVD,-,1
02/13/2018,09,Theft,19G20,Strip Business Center Parking Lot,11900-11999,BEECHNUT,ST,-,1
02/14/2018,13,Theft,19G20,Garage or Carport,4100-4199,BELLE PARK DR,-,-,1
02/14/2018,12,Burglary,19G20,Residence or House,11100-11199,PETWORTH DR,-,-,1
02/15/2018,09,Theft,19G20,Residence or House,11800-11899,SHARPVIEW DR,-,-,1
02/16/2018,16,Theft,19G20,Grocery Store or Supermarket Parking Lot,32700-32799,EGYPT LANE,-,-,1
02/16/2018,16,Aggravated Assault,19G20,Strip Business Center Parking Lot,12100-12199,DASHWOOD DR,-,-,4
02/16/2018,18,AutoTheft,19G20,Driveway,4000-4099,BOONE RD,RD,-,1
02/16/2018,07,Theft,19G20,Body Shop,1000-1099,HIDDEN CANYON,RD,-,1
02/18/2018,23,Theft,19G20,Restaurant or Cafeteria Parking Lot,10800-10899,BELLAIRE BLVD,BLVD,-,1
02/18/2018,12,Burglary,19G20,Garage or Carport,6100-6199,GLADEWELL DR,-,-,1
02/18/2018,04,Theft,19G20,Garage or Carport,4200-4299,BELLE PARK,-,-,1
02/19/2018,00,Robbery,19G20,Service or Gas Station,11600-11699,ALIEF CLODINE,RD,-,1
02/19/2018,23,Robbery,19G20,Residence or House,11000-11099,BANDLON DR,-,-,1
02/19/2018,04,AutoTheft,19G20,Apartment Parking Lot,4400-4499,BOONE RD,RD,-,1
02/19/2018,10,Theft,19G20,Apartment Parking Lot,7000-7099,JETTY LN,-,-,1
02/19/2018,10,Theft,19G20,Residence or House,7000-7099,JETTY LN,-,-,1
02/19/2018,09,Theft,19G20,Apartment Parking Lot,7000-7099,JETTY LN,-,-,1
02/19/2018,22,Robbery,19G20,Convenience Store,4200-4299,S KIRKWOOD RD,RD,-,1
02/19/2018,23,Burglary,19G20,Residence or House,6500-6599,PO BOX 770123,-,-,1
02/20/2018,12,Theft,19G20,Other Parking Lot,7500-7599,BELLAIRE,BLVD,-,1
02/20/2018,13,AutoTheft,19G20,Apartment Parking Lot,4500-4599,COOK RD,RD,-,1
02/21/2018,12,Burglary,19G20,Residence or House,7400-7499,COOK RD,RD,-,1
02/21/2018,10,Rape,19G20,Service or Gas Station,12200-12299,6TH ST,ST,-,1
02/22/2018,16,Theft,19G20,Apartment Parking Lot,11900-11999,BELLAIRE BLVD,BLVD,-,1
02/22/2018,11,Theft,19G20,Drug Store or Medical Supply,12200-12299,BELLAIRE,BLVD,-,1
02/22/2018,09,Theft,19G20,Bar or Night Club Parking Lot,6100-6199,WILCREST DR,-,-,1
02/22/2018,09,Theft,19G20,Residence or House,10600-10699,BELLAIRE BLVD,BLVD,-,1
02/23/2018,09,AutoTheft,19G20,Driveway,12200-12299,DASHWOOD DR,-,-,1
02/23/2018,08,Theft,19G20,Commercial Parking Lot or Garage,6100-6199,WILCREST DR,-,-,1
02/23/2018,10,Theft,19G20,"Road, Street, or Sidewalk",11800-11899,DASHWOOD DR,-,-,1
02/23/2018,13,Theft,19G20,Residence or House,4000-4099,BELLE PARK DR,-,-,1
02/24/2018,18,Aggravated Assault,19G20,Driveway,6300-6399,HAVENDALE DR,-,-,1
02/25/2018,15,Aggravated Assault,19G20,Apartment Parking Lot,6800-6899,COOK ROAD,-,-,3
02/25/2018,10,Theft,19G20,Driveway,4400-4499,BELLE PARK DR,-,-,1
02/26/2018,02,Theft,19G20,Apartment Parking Lot,11400-11499,HARWIN DR,-,-,1
02/26/2018,08,Robbery,19G20,Convenience Store,12200-12299,BELLAIRE,BLVD,-,1
02/26/2018,12,Theft,19G20,"Road, Street, or Sidewalk",11500-11599,NEFF ST,ST,-,1
02/26/2018,20,Theft,19G20,"Parks and Recreation, Zoo, Swimming Pool",11900-11999,BELLAIRE BLVD,BLVD,-,1
02/26/2018,12,Robbery,19G20,"Road, Street, or Sidewalk",4700-4799,KIRKWOOD,RD,S,1
02/27/2018,12,Robbery,19G20,Bank,10800-10899,BELLAIRE,BLVD,-,1
02/27/2018,13,Theft,19G20,Driveway,4300-4399,WILLOW BEACH DR,-,-,1
02/27/2018,07,Theft,19G20,Driveway,11700-11799,LOGAN RIDGE DR,-,-,1
02/27/2018,08,AutoTheft,19G20,Driveway,12200-12299,DASHWOOD,LN,-,1
02/27/2018,18,Theft,19G20,"Other, Unknown, or Not Listed",11700-11799,BEECHNUT ST,ST,-,1
02/28/2018,09,Theft,19G20,"Road, Street, or Sidewalk",11000-11099,SOMERFORD DR,-,-,1
02/28/2018,10,Theft,19G20,Commercial Parking Lot or Garage,11300-11399,BELLAIRE BLVD,BLVD,-,1
02/28/2018,14,Theft,19G20,Rental Storage Facility,10200-10299,FORUM WEST,ST,-,1
02/28/2018,14,Theft,19G20,"Road, Street, or Sidewalk",4400-4499,TWINKLE CT,-,-,1
02/28/2018,12,Theft,19G20,Grocery Store or Supermarket Parking Lot,11100-11199,BELLAIRE BLVD,BLVD,-,1
02/28/2018,21,Theft,19G20,Restaurant or Cafeteria Parking Lot,10700-10799,BELLAIRE BLVD,BLVD,-,1
02/28/2018,20,Robbery,19G20,Residence or House,12200-12299,WHITE CAP LN,-,-,1
02/28/2018,16,Theft,19G20,Rental Storage Facility,11300-11399,BELLAIRE BLVD,BLVD,-,1
02/01/2018,15,Burglary,19G30,Apartment,6600-6699,SYNOTT,-,-,1
02/02/2018,14,Theft,19G30,"Road, Street, or Sidewalk",10100-10199,PEBBLE PARK LANE,-,-,1
02/02/2018,12,Burglary,19G30,Rental Storage Facility,12300-12399,BELLAIRE BLVD,BLVD,-,1
02/02/2018,10,Burglary,19G30,Rental Storage Facility,12300-12399,BELLAIRE BLVD,BLVD,-,1
02/03/2018,09,Burglary,19G30,Rental Storage Facility,12300-12399,BELLAIRE BLVD,BLVD,-,1
02/03/2018,14,Burglary,19G30,Apartment,6600-6699,SYNOTT,RD,-,1
02/03/2018,18,Robbery,19G30,Apartment Parking Lot,8000-8099,COOK RD APT,-,-,1
02/03/2018,12,Theft,19G30,Commercial Parking Lot or Garage,8400-8499,BELLAMY,LN,-,1
02/03/2018,11,Burglary,19G30,Apartment,6600-6699,SYNOTT RD,RD,-,1
02/04/2018,09,AutoTheft,19G30,Apartment Parking Lot,8000-8099,COOK RD,RD,-,1
02/05/2018,18,Burglary,19G30,Rental Storage Facility,12300-12399,BELLAIRE BLVD,BLVD,-,1
02/05/2018,08,Burglary,19G30,Rental Storage Facility,12300-12399,BELLAIRE,BLVD,-,1
02/06/2018,15,Robbery,19G30,"Road, Street, or Sidewalk",12800-12899,UNKNOWN,-,-,1
02/07/2018,15,Burglary,19G30,Apartment,6600-6699,WESTWICK DR,-,-,1
02/07/2018,14,Theft,19G30,Driveway,13300-13399,TROMPILLA LN,-,-,1
02/07/2018,09,Burglary,19G30,Miscellaneous Business (Non-Specific),13200-13299,BELLAIRE,BLVD,-,1
02/08/2018,17,Burglary,19G30,Rental Storage Facility,12300-12399,BELLAIRE,BLVD,-,1
02/08/2018,16,Burglary,19G30,Rental Storage Facility,12300-12399,BELLAIRE,BLVD,-,1
02/09/2018,09,Theft,19G30,"Church, Synagogue, or Temple Parking Lot",6900-6999,WESTBRANCH DR,-,-,1
02/09/2018,07,Theft,19G30,Apartment Parking Lot,12700-12799,BELLAIRE BLVD,BLVD,-,1
02/09/2018,04,Theft,19G30,Apartment Parking Lot,12700-12799,BELLAIRE BLVD,BLVD,-,1
02/10/2018,12,Theft,19G30,Service or Gas Station,12300-12399,BEECHNUT,ST,-,1
02/10/2018,15,Aggravated Assault,19G30,"Road, Street, or Sidewalk",6700-6799,S DAIRY ASHFORD RD,RD,-,2
02/10/2018,18,Burglary,19G30,Residence or House,7900-7999,ASHFORD TRACE DR,-,-,1
02/10/2018,17,Burglary,19G30,Rental Storage Facility,12300-12399,BELLAIRE BLVD,BLVD,-,1
02/11/2018,23,Aggravated Assault,19G30,Apartment,6700-6799,WESTBRANCH DR,-,-,1
02/11/2018,23,AutoTheft,19G30,Convenience Store Parking Lot,7300-7399,SYNOTT RD,RD,-,1
02/12/2018,08,Burglary,19G30,Miscellaneous Business (Non-Specific),6100-6199,GREENPARK,DR,S,1
02/13/2018,01,Aggravated Assault,19G30,"Road, Street, or Sidewalk",12700-12799,WISTERIA PARK DR,-,-,1
02/16/2018,10,AutoTheft,19G30,Strip Business Center Parking Lot,12500-12599,BELLAIRE BLVD,BLVD,-,1
02/16/2018,17,Robbery,19G30,Apartment,8000-8099,COOK RD APT 1303,-,-,1
02/17/2018,10,Theft,19G30,Illicit Massage Parlor or Spa,13200-13299,GEORGETOWN DR.,-,-,1
02/18/2018,08,Aggravated Assault,19G30,Apartment,6700-6799,WESTBRANCH DR,-,-,1
02/19/2018,10,Theft,19G30,Apartment Parking Lot,12700-12799,BELLAIRE BLVD,BLVD,-,1
02/20/2018,07,Theft,19G30,Driveway,12600-12699,ASHFORD RIVER,-,-,1
02/21/2018,18,Theft,19G30,"Parks and Recreation, Zoo, Swimming Pool",1300-1399,GREENS PARKWAY,-,-,1
02/21/2018,00,Aggravated Assault,19G30,Apartment,12700-12799,UNKNOWN,-,-,1
02/23/2018,08,Theft,19G30,Apartment Parking Lot,7000-7099,COOK RD,RD,-,1
02/23/2018,21,Robbery,19G30,Apartment Parking Lot,7100-7199,WESTBRANCH DR,-,-,1
02/24/2018,16,Robbery,19G30,Apartment,8000-8099,COOK RD,RD,-,1
02/24/2018,22,Theft,19G30,Residence or House,13300-13399,ROBINGLEN DR,-,-,1
02/24/2018,19,Aggravated Assault,19G30,Apartment Parking Lot,8000-8099,COOK RD,RD,-,1
02/24/2018,08,AutoTheft,19G30,Restaurant or Cafeteria Parking Lot,600-699,POST OFFICE,ST,E,1
02/25/2018,11,Theft,19G30,Residence or House,6300-6399,GARDEN TRAIL CT,-,-,1
02/26/2018,02,Theft,19G30,"Road, Street, or Sidewalk",6400-6499,MILFOIL LN,-,-,1
02/26/2018,03,Theft,19G30,Driveway,6300-6399,MILFOIL LN,-,-,1
02/26/2018,01,Theft,19G30,"Road, Street, or Sidewalk",6200-6299,S GREENPARK DR,-,-,1
02/26/2018,01,Theft,19G30,"Road, Street, or Sidewalk",6300-6399,GARDEN TRAIL CT,-,-,1
02/26/2018,07,Theft,19G30,Residence or House,13300-13399,RAIN LILY LN,-,-,1
02/26/2018,23,Theft,19G30,"Church, Synagogue, or Temple Parking Lot",8500-8599,BROOKWULF,DR,-,1
02/27/2018,10,Burglary,19G30,Residence or House,12300-12399,SHARPVIEW DR,-,-,1
02/01/2018,02,Aggravated Assault,19G40,Residence or House,10400-10499,HUNTINGTON DALE DR,-,-,1
02/02/2018,10,Theft,19G40,Apartment,9300-9399,DAIRY VIEW LN,-,-,1
02/02/2018,11,Theft,19G40,"Laundry, Dry Cleaners, Washaterias",11800-11899,BISSONNET ST,ST,-,1
02/02/2018,16,Burglary,19G40,Apartment,9800-9899,KIRKWOOD,-,S,1
02/03/2018,19,Theft,19G40,Vehicle/Auto Sales/Lease/Auto Parts Store,12600-12699,BISSONNET,ST,-,1
02/03/2018,20,Theft,19G40,Apartment Parking Lot,9700-9799,LEAWOOD BLVD,BLVD,-,1
02/03/2018,10,Theft,19G40,Residence or House,10600-10699,CHAPEL HILL DR,-,-,1
02/04/2018,12,Aggravated Assault,19G40,Residence or House,11900-11999,PLUMBROOK DR,-,-,2
02/04/2018,16,Theft,19G40,Apartment Parking Lot,9700-9799,LEAWOOD BLVD,BLVD,-,1
02/04/2018,20,Robbery,19G40,Service or Gas Station,11200-11299,BISSONNET,ST,-,1
02/05/2018,06,Theft,19G40,Driveway,12700-12799,HUNTING BROOK DR,-,-,1
02/05/2018,16,Theft,19G40,"Other, Unknown, or Not Listed",12600-12699,NEWBROOK DR,-,-,1
02/05/2018,23,Murder,19G40,Service or Gas Station,12900-12999,BEECHNUT,ST,-,1
02/06/2018,06,Theft,19G40,Apartment Parking Lot,11700-11799,BISSONNET ST,ST,-,1
02/06/2018,09,Robbery,19G40,Apartment Parking Lot,11700-11799,S GLEN DR,-,-,1
02/06/2018,16,Theft,19G40,Vehicle/Auto Sales/Lease/Auto Parts Store,12600-12699,BISSONNET,ST,-,1
02/07/2018,23,Robbery,19G40,Apartment Parking Lot,12000-12099,BISSONNET ST,ST,-,1
02/07/2018,03,Aggravated Assault,19G40,Apartment,12000-12099,BISSONNET,ST,-,1
02/08/2018,02,Aggravated Assault,19G40,Apartment,9700-9799,LEAWOOD BLVD,BLVD,-,2
02/08/2018,14,Aggravated Assault,19G40,Residence or House,8800-8899,BROOKWULF DR,-,-,1
02/08/2018,13,Theft,19G40,Apartment Parking Lot,9300-9399,DAIRY VIEW LN,-,-,1
02/08/2018,11,Theft,19G40,Other Parking Lot,7800-7899,BOONE,RD,-,1
02/08/2018,21,AutoTheft,19G40,Auto Repair,10400-10499,SYNOTT RD,RD,-,1
02/09/2018,09,Burglary,19G40,"Other, Unknown, or Not Listed",16000-16099,SAXON HOLLOW,-,-,1
02/09/2018,10,Theft,19G40,Apartment Parking Lot,12000-12099,BISSONNET ST,ST,-,1
02/09/2018,15,Theft,19G40,Construction Site,11500-11599,BISSONNET ST,ST,-,1
02/09/2018,18,Burglary,19G40,Apartment,12000-12099,BISSONNET APT1604,-,-,1
