Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
02/18/2018,21,AutoTheft,10H50,"Road, Street, or Sidewalk",3300-3399,P.O. BOX 1212,-,-,1
02/19/2018,00,Aggravated Assault,10H50,"Road, Street, or Sidewalk",4300-4399,RUNNING PINE,DR,-,1
02/19/2018,14,Theft,10H50,"Laundry, Dry Cleaners, Washaterias",3200-3299,MCGOWEN ST,ST,-,1
02/20/2018,18,Burglary,10H50,Residence or House,2400-2499,NAPOLEON,-,-,1
02/20/2018,02,Aggravated Assault,10H50,Hotel or Motel Parking Lot,2500-2599,SAMPSON,-,-,1
02/20/2018,09,Theft,10H50,Bar or Night Club,2300-2399,PIERCE,-,-,1
02/21/2018,19,Robbery,10H50,Restaurant or Cafeteria,3300-3399,SCOTT,ST,-,1
02/21/2018,02,Aggravated Assault,10H50,Residence or House,5900-5999,SCHROEDER RD 10,-,-,1
02/21/2018,21,Aggravated Assault,10H50,Residence or House,7800-7899,GALLAHAD,-,-,1
02/21/2018,14,Theft,10H50,Apartment,1500-1599,MISSION SPRINGS,DR,-,1
02/22/2018,02,Robbery,10H50,"Road, Street, or Sidewalk",5300-5399,PEDERSON,-,-,1
02/22/2018,10,AutoTheft,10H50,Residence or House,3200-3299,ELGIN ST,ST,-,1
02/22/2018,18,Burglary,10H50,Residence or House,2300-2399,CANFIELD ST,ST,-,1
02/22/2018,15,Theft,10H50,"Other, Unknown, or Not Listed",2100-2199,GRAY ST,ST,-,1
02/23/2018,21,Theft,10H50,"Road, Street, or Sidewalk",100-199,LAKE POINT,DR,-,1
02/24/2018,02,Theft,10H50,"Road, Street, or Sidewalk",2600-2699,HWY 360 APT 432,-,N,1
02/24/2018,20,Burglary,10H50,Residence or House,3500-3599,TUAM,-,-,1
02/26/2018,15,Theft,10H50,Residence or House,3300-3399,SAUER,-,-,1
02/26/2018,09,Theft,10H50,Construction Site,3600-3699,ALABAMA ST,ST,-,1
02/26/2018,08,Theft,10H50,Residence or House,3000-3099,ROSALIE,-,-,1
02/27/2018,09,Robbery,10H50,Apartment,2500-2599,WEBSTER ST,ST,-,1
02/27/2018,20,Theft,10H50,"Gym, Recreat, Club House, Indoor Pool",3000-3099,EMANCIPATION AVE,-,-,1
02/28/2018,11,Theft,10H50,Driveway,300-399,N. SAM HOUSTON PWKY,-,-,1
02/28/2018,21,AutoTheft,10H50,Apartment Parking Lot,4900-4999,SUNBEAM,-,-,1
02/28/2018,22,AutoTheft,10H50,Driveway,3700-3799,SAUER,-,-,1
02/28/2018,15,Burglary,10H50,Residence or House,3000-3099,PAIGE STREET,-,-,1
02/28/2018,16,Burglary,10H50,Residence or House,600-699,OAKLEY ST UNIT 1,-,-,1
02/28/2018,17,Aggravated Assault,10H50,Residence or House,4600-4699,WHITE ROCK,ST,-,1
02/28/2018,18,Theft,10H50,"Other, Unknown, or Not Listed",3000-3099,EMANCIPATION AVE,-,-,1
02/01/2018,08,Theft,10H60,Residence or House,2500-2599,EAGLE ST,ST,-,1
02/02/2018,15,Theft,10H60,"Road, Street, or Sidewalk",2700-2799,BLODGETT ST,ST,-,1
02/03/2018,12,Theft,10H60,Apartment,4400-4499,N MACGREGOR WAY,-,-,1
02/03/2018,16,Burglary,10H60,"Vacant Single Occ Resd(House,Townhs,Dplex)",3300-3399,WENTWORTH ST,ST,-,1
02/03/2018,02,Theft,10H60,Bar or Night Club Parking Lot,2300-2399,ROSEWOOD,ST,-,1
02/03/2018,02,Theft,10H60,Convenience Store Parking Lot,16000-16099,HIRAM CLARKE,RD,-,1
02/03/2018,02,Theft,10H60,"Road, Street, or Sidewalk",12800-12899,GLENHOLLOW,-,-,1
02/03/2018,03,Theft,10H60,Restaurant or Cafeteria Parking Lot,5300-5399,TARAWA,RD,-,1
02/04/2018,06,Theft,10H60,Residence or House,3500-3599,ROSEWOOD,-,-,1
02/04/2018,01,AutoTheft,10H60,"Road, Street, or Sidewalk",2600-2699,WOODLAND PARK APT 2203,-,-,1
02/04/2018,19,Robbery,10H60,Convenience Store,4300-4399,OLD SPANISH,TRL,-,1
02/05/2018,07,AutoTheft,10H60,"Road, Street, or Sidewalk",4700-4799,EMANCIPATION AVE,-,-,1
02/05/2018,08,Theft,10H60,Bus Stop,4600-4699,SCOTT ST,ST,-,1
02/05/2018,15,Theft,10H60,"Road, Street, or Sidewalk",3300-3399,KILGORE ST,ST,-,1
02/05/2018,18,Theft,10H60,Residence or House,3300-3399,BINZ ST,ST,-,1
02/06/2018,14,Theft,10H60,Residence or House,32700-32799,WALES,CIR,-,1
02/06/2018,11,Aggravated Assault,10H60,Convenience Store,3700-3799,MACGREGOR,WAY,N,1
02/06/2018,11,AutoTheft,10H60,"Road, Street, or Sidewalk",4700-4799,EMANCIPATION AVE,-,-,1
02/06/2018,16,Robbery,10H60,Apartment Parking Lot,4400-4499,N MACGREGOR WAY,-,-,1
02/07/2018,10,Burglary,10H60,Residence or House,3800-3899,PALM,-,-,1
02/07/2018,18,Theft,10H60,Bar or Night Club,800-899,RICHEY,-,S,1
02/08/2018,14,Theft,10H60,"Road, Street, or Sidewalk",2000-2099,DELPHI,LN,-,1
02/09/2018,18,Rape,10H60,Apartment,3600-3699,N MACGREGOR WAY,-,-,1
02/09/2018,09,Theft,10H60,Residence or House,4700-4799,EMANCIPATION,AVE,-,1
02/10/2018,00,Theft,10H60,Bar or Night Club Parking Lot,4000-4099,OLD SPANISH TRL,-,-,1
02/10/2018,00,Burglary,10H60,Apartment,4400-4499,S MACGREGOR WAY,-,-,1
02/10/2018,17,Aggravated Assault,10H60,"Road, Street, or Sidewalk",3500-3599,MACGREGOR WAY,-,-,1
02/11/2018,00,Rape,10H60,"Hotel, Motel, Inn, Etc.",2100-2199,KIRK,-,-,1
02/11/2018,02,Theft,10H60,"Road, Street, or Sidewalk",4800-4899,EMANCIPATION AVE,-,-,1
02/11/2018,01,Aggravated Assault,10H60,"Road, Street, or Sidewalk",21300-21399,SNAPPY CREEK LANE,-,-,1
02/11/2018,01,Theft,10H60,"Road, Street, or Sidewalk",10000-10099,EASTON SKY,LN,-,1
02/11/2018,10,Theft,10H60,Residence or House,5400-5499,SCOTT ST,ST,-,1
02/12/2018,13,Robbery,10H60,"Church, Synagogue, or Temple Parking Lot",5000-5099,CALHOUN RD,RD,-,1
02/12/2018,12,Theft,10H60,Restaurant or Cafeteria Parking Lot,3900-3999,OLD SPANISH,TRL,-,1
02/12/2018,10,Theft,10H60,Apartment,4400-4499,N MACGREGOR WAY,-,-,1
02/12/2018,10,Theft,10H60,Hospital,3600-3699,MACGREGOR,WAY,N,1
02/12/2018,19,Theft,10H60,"Road, Street, or Sidewalk",8200-8299,PADDINGTON PL DRIVE,-,-,1
02/12/2018,23,Theft,10H60,Service or Gas Station,2600-2699,ARBOR,ST,-,1
02/13/2018,12,Burglary,10H60,"Multi-Plex Home (Duplex,Triplex Etc.)",2200-2299,ROSEWOOD,-,-,1
02/13/2018,19,Theft,10H60,Convenience Store,3900-3999,OLD SPANISH,TRL,-,1
02/13/2018,17,Burglary,10H60,Residence or House,2200-2299,ROSEWOOD ST,ST,-,1
02/14/2018,20,Aggravated Assault,10H60,Apartment,9100-9199,LAKES AT 610,DR,-,1
02/14/2018,12,Burglary,10H60,Residence or House,3600-3699,CLEBURNE ST,ST,-,1
02/15/2018,20,Burglary,10H60,"Hotel, Motel, Inn, Etc.",3600-3699,OLD SPANISH TRAIL,-,-,1
02/15/2018,03,Aggravated Assault,10H60,"Road, Street, or Sidewalk",6000-6099,LA SALETTE ST,ST,-,1
02/15/2018,08,Burglary,10H60,Residence or House,3500-3599,PARKWOOD,DR,N,1
02/16/2018,16,Theft,10H60,Residence or House,6200-6299,CULBERSON ST,ST,-,1
02/16/2018,19,AutoTheft,10H60,Bar or Night Club Parking Lot,3300-3399,DIXIE DR,-,-,1
02/16/2018,05,AutoTheft,10H60,"Road, Street, or Sidewalk",2800-2899,ROSEWOOD ST,ST,-,1
02/16/2018,11,Theft,10H60,Residence or House,2200-2299,WHEELER ST,ST,-,1
02/17/2018,12,AutoTheft,10H60,"Road, Street, or Sidewalk",4400-4499,EMANCIPATION AVE,-,-,1
02/17/2018,08,Aggravated Assault,10H60,Restaurant or Cafeteria,2300-2399,PO BOX 88356,-,-,1
02/18/2018,19,AutoTheft,10H60,"Road, Street, or Sidewalk",6300-6399,BOWLING GREEN ST,ST,-,1
02/18/2018,13,Theft,10H60,Miscellaneous Business (Non-Specific),4700-4799,EMANCIPATION AVE,-,-,1
02/18/2018,10,Theft,10H60,Commercial Parking Lot or Garage,2300-2399,SOUTHMORE BLVD,BLVD,-,1
02/19/2018,14,Theft,10H60,Apartment Parking Lot,4400-4499,S MACGREGOR WAY,-,-,1
02/19/2018,21,Aggravated Assault,10H60,"Road, Street, or Sidewalk",9400-9499,SAM HTN PWY S 515,-,W,1
02/20/2018,10,Theft,10H60,"Road, Street, or Sidewalk",2500-2599,WENTWORTH ST,ST,-,1
02/20/2018,17,Burglary,10H60,Residence or House,2800-2899,LEXINGTON WOODS,DR,-,1
02/22/2018,17,Aggravated Assault,10H60,"Hotel, Motel, Inn, Etc.",15400-15499,POINT NORTHWEST,ST,-,1
02/22/2018,11,Aggravated Assault,10H60,"Parks and Recreation, Zoo, Swimming Pool",5200-5299,CALHOUN RD,RD,-,1
02/22/2018,10,Theft,10H60,"Road, Street, or Sidewalk",3200-3299,EWING ST,ST,-,1
02/23/2018,16,Rape,10H60,Residence or House,2300-2399,1/2 OAKDALE,-,-,1
02/23/2018,14,Aggravated Assault,10H60,Apartment Parking Lot,4300-4399,OLD SPANISH TRAIL,-,-,1
02/23/2018,17,Theft,10H60,Apartment Parking Lot,3600-3699,ROSEWOOD ST,ST,-,1
02/24/2018,02,Theft,10H60,Bar or Night Club Parking Lot,2600-2699,WESTRIDGE ST APT 352,-,-,1
02/24/2018,02,Theft,10H60,Bar or Night Club Parking Lot,3300-3399,RALEIGH,-,-,1
02/24/2018,02,Theft,10H60,"Road, Street, or Sidewalk",1100-1199,LAKEVIEW AVENUE,-,-,1
02/24/2018,01,AutoTheft,10H60,"Road, Street, or Sidewalk",3100-3199,WENTWORTH ST,ST,-,1
02/24/2018,14,AutoTheft,10H60,"Road, Street, or Sidewalk",4700-4799,EMANCIPATION AVE,-,-,1
02/25/2018,11,Theft,10H60,"Road, Street, or Sidewalk",4700-4799,EMANCIPATION AVE,-,-,1
02/26/2018,21,Theft,10H60,"Road, Street, or Sidewalk",2100-2199,HACIENDA,CT,-,1
02/27/2018,08,AutoTheft,10H60,Driveway,5400-5499,PALMER,-,-,1
02/28/2018,17,Aggravated Assault,10H60,Residence or House,3300-3399,OAKDALE,-,-,1
02/28/2018,08,Theft,10H60,Convenience Store,5800-5899,SCOTT ST,ST,-,1
12/17/2017,11,Rape,10H60,Bar or Night Club,4400-4499,DOWLING ST,ST,-,1
12/31/2017,16,Theft,10H60,"Other, Unknown, or Not Listed",2400-2499,WENTWORTH ST,ST,-,1
02/01/2018,06,Theft,10H70,"Road, Street, or Sidewalk",5200-5299,CAROLINE ST,ST,-,1
02/01/2018,14,Theft,10H70,Construction Site,6700-6799,SATSUMA,DR,-,1
02/01/2018,11,Theft,10H70,Other Parking Lot,2100-2199,S MACGREGOR WAY,-,-,1
02/01/2018,20,Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",5600-5699,HERMANN PARK DR,-,-,1
02/01/2018,18,Theft,10H70,Restaurant or Cafeteria Parking Lot,1200-1299,BINZ ST,ST,-,1
02/01/2018,19,Burglary,10H70,Residence or House,7000-7099,ALMEDA ROAD APT 1410,-,-,1
02/01/2018,16,Theft,10H70,Apartment Parking Lot,UNK,HERMANN PARK,CT,-,1
02/02/2018,15,Theft,10H70,Hospital,6600-6699,FANNIN ST,ST,-,1
02/02/2018,14,Burglary,10H70,Apartment,1700-1799,WYNDALE ST APT 321,-,-,1
02/02/2018,14,Burglary,10H70,Apartment,1700-1799,WYNDALE ST APT 322,-,-,1
02/02/2018,08,Burglary,10H70,Miscellaneous Business (Non-Specific),2000-2099,WHEELER,ST,-,1
02/02/2018,10,Theft,10H70,Other Parking Lot,2100-2199,S MACGREGOR WAY,-,-,1
02/02/2018,11,Burglary,10H70,Residence or House,5000-5099,CHENEVERT ST,ST,-,1
02/02/2018,23,Theft,10H70,Hospital,7500-7599,SHERMAN,-,-,1
02/02/2018,21,Theft,10H70,Restaurant or Cafeteria Parking Lot,5300-5399,NW LOOP 410 APT 501,-,-,1
02/03/2018,06,Burglary,10H70,Residence or House,2400-2499,CHARLESTON ST APT,-,-,1
02/04/2018,01,Rape,10H70,Hospital,1500-1599,TAUB LP,-,-,1
02/04/2018,02,Burglary,10H70,Hospital,6600-6699,MAIN ST,ST,-,1
02/05/2018,18,Theft,10H70,"Road, Street, or Sidewalk",1300-1399,ROSEDALE,-,-,1
02/05/2018,18,Theft,10H70,"Road, Street, or Sidewalk",4800-4899,AUSTIN ST,ST,-,1
02/05/2018,17,Theft,10H70,"Road, Street, or Sidewalk",4800-4899,AUSTIN ST,ST,-,1
02/05/2018,05,Burglary,10H70,Bar or Night Club,5000-5099,ALMEDA,RD,-,1
02/06/2018,10,Theft,10H70,Apartment,6300-6399,ALMEDA RD,RD,-,1
02/06/2018,10,Theft,10H70,Apartment Parking Lot,UNK,HERMANN MUSEUM CIR,-,-,1
02/06/2018,09,Theft,10H70,Light Rail (Metro Rail) Vehicle,6900-6999,FANNIN ST,ST,-,1
02/07/2018,21,Theft,10H70,"Road, Street, or Sidewalk",4600-4699,AUSTIN ST,ST,-,1
02/07/2018,14,Theft,10H70,Hospital Parking Lot,6700-6799,BERTNER AVE,-,-,1
02/07/2018,13,Theft,10H70,"Factory, Manufacturing, or Industrial",3100-3199,HOLCOMBE,BLVD,-,1
02/07/2018,13,Theft,10H70,Service or Gas Station,4900-4999,MAIN ST,ST,-,1
02/07/2018,01,Rape,10H70,Residence or House,UNK,UNKNOWN,-,-,1
02/08/2018,16,Theft,10H70,Construction Site,3800-3899,APPLE HOLLOW,LN,-,1
02/08/2018,19,Theft,10H70,Hospital Parking Lot,500-599,STAFFORD RUN RD 302,-,-,1
02/09/2018,07,Theft,10H70,Commercial Parking Lot or Garage,5900-5999,ALMEDA RD,RD,-,1
02/09/2018,16,Theft,10H70,Apartment Parking Lot,7300-7399,ARDMORE ST,ST,-,1
02/09/2018,13,Theft,10H70,Commercial Parking Lot or Garage,1500-1599,HERMANN DR,-,-,1
02/09/2018,17,Theft,10H70,Hospital,6700-6799,FANNIN ST,ST,-,1
02/10/2018,12,Theft,10H70,Hospital,6700-6799,BERTNER AVE,-,-,1
02/11/2018,18,Theft,10H70,Driveway,7300-7399,REMEGAN,RD,-,1
02/11/2018,07,AutoTheft,10H70,Apartment Parking Lot,7300-7399,ARDMORE ST,ST,-,1
02/11/2018,14,Theft,10H70,"Hotel, Motel, Inn, Etc.",1300-1399,S BRAESWOOD BLVD,BLVD,-,1
02/11/2018,00,Theft,10H70,Hospital,6700-6799,BERTNER AVE,-,-,1
02/12/2018,12,Theft,10H70,Convenience Store,4900-4999,MAIN ST,ST,-,1
02/12/2018,15,Burglary,10H70,"Church, Synagogue, or Temple",1700-1799,CLEBURNE,ST,-,1
02/12/2018,21,Theft,10H70,"Road, Street, or Sidewalk",6600-6699,MAIN ST,ST,-,1
02/14/2018,09,Theft,10H70,Other Parking Lot,5300-5399,LA BRANCH ST,ST,-,1
02/14/2018,18,Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",5700-5799,HERMANN PARK DR,-,-,1
02/16/2018,12,Theft,10H70,Driveway,1300-1399,ROSEDALE,-,-,1
02/16/2018,10,Theft,10H70,Hospital,6600-6699,FANNIN,ST,-,1
02/16/2018,08,AutoTheft,10H70,Driveway,2200-2299,HERMANN DR,-,-,1
02/16/2018,03,Rape,10H70,"Hotel, Motel, Inn, Etc.",5700-5799,MAIN,ST,-,1
02/16/2018,19,Theft,10H70,Hospital,2000-2099,HOLCOMBE BLVD,BLVD,-,1
02/16/2018,19,Theft,10H70,"Road, Street, or Sidewalk",1300-1399,EWING ST,ST,-,1
02/16/2018,14,Theft,10H70,Hospital,6600-6699,FANNIN ST,ST,-,1
02/17/2018,09,Theft,10H70,Office Building,5600-5699,CHENEVERT ST,ST,-,1
02/17/2018,17,Theft,10H70,"Gym, Recreat, Club House, Indoor Pool",7300-7399,ARDMORE ST,ST,-,1
02/17/2018,18,Theft,10H70,Hospital,1700-1799,WYNDALE,-,-,1
02/18/2018,10,Theft,10H70,"Road, Street, or Sidewalk",1800-1899,SOUTHMORE BLVD,BLVD,-,1
02/18/2018,11,Theft,10H70,Other Parking Lot,5900-5999,ALMEDA RD,RD,-,1
02/18/2018,12,Robbery,10H70,Residence or House,6600-6699,FANNIN ST,ST,-,1
02/18/2018,02,Theft,10H70,"Road, Street, or Sidewalk",4400-4499,BUFFALO LAKE,CT,-,1
02/18/2018,03,Burglary,10H70,"Laundry, Dry Cleaners, Washaterias",5400-5499,ALMEDA RD,RD,-,1
02/18/2018,06,Theft,10H70,Hotel or Motel Parking Lot,5700-5799,MAIN,ST,-,1
02/18/2018,19,Theft,10H70,"Hotel, Motel, Inn, Etc.",6500-6599,FANNIN ST,ST,-,1
02/19/2018,00,AutoTheft,10H70,"Road, Street, or Sidewalk",5000-5099,ALMEDA RD,RD,-,1
02/19/2018,17,Theft,10H70,Hospital,16900-16999,OLD LOUETTA,RD,-,1
02/19/2018,16,Theft,10H70,Hospital,1500-1599,TAUB LP,-,-,1
02/19/2018,08,Theft,10H70,Hospital,6600-6699,FANNIN ST,ST,-,1
02/19/2018,09,Aggravated Assault,10H70,"Road, Street, or Sidewalk",14300-14399,BUFFALO SPEED,WAY,-,1
02/20/2018,17,Theft,10H70,Hospital Parking Lot,13900-13999,FREEWAY,-,N,1
02/20/2018,06,Theft,10H70,Hotel or Motel Parking Lot,3100-3199,OLD SPANISH TRL,-,-,1
02/20/2018,07,Theft,10H70,Hotel or Motel Parking Lot,3100-3199,OLD SPANISH TRL,-,-,1
02/21/2018,22,Theft,10H70,"Road, Street, or Sidewalk",6700-6799,BERTNER AVE,-,-,1
02/21/2018,17,Theft,10H70,"Other, Unknown, or Not Listed",7000-7099,STAFFORDSHIRE,-,-,1
02/21/2018,10,Robbery,10H70,"Road, Street, or Sidewalk",1300-1399,EWING ST,ST,-,1
02/22/2018,08,Theft,10H70,Apartment Parking Lot,5600-5699,JACKSON ST,ST,-,1
02/22/2018,10,Theft,10H70,Hospital,6700-6799,FANNIN ST,ST,-,1
02/22/2018,09,Theft,10H70,Hospital Parking Lot,6800-6899,BERTNER AVE,-,-,1
02/22/2018,17,Theft,10H70,"Road, Street, or Sidewalk",6700-6799,BERTNER,AVE,-,1
02/22/2018,14,Theft,10H70,Hospital Parking Lot,6600-6699,MAIN ST,ST,-,1
02/23/2018,22,Burglary,10H70,Apartment,7000-7099,ALMEDA,RD,-,1
02/23/2018,11,Theft,10H70,Residence or House,1900-1999,ROSEWOOD,-,-,1
02/23/2018,12,Theft,10H70,Apartment,1600-1699,HERMANN DR,-,-,1
02/23/2018,13,Theft,10H70,Not Listed,5200-5299,CAROLINE ST,ST,-,1
02/24/2018,16,Theft,10H70,Bar or Night Club Parking Lot,5100-5199,ALMEDA RD,RD,-,1
02/24/2018,19,Theft,10H70,Airport Terminal,6500-6599,FANNIN ST,ST,-,1
02/25/2018,11,Burglary,10H70,Residence or House,1900-1999,CALUMET ST,ST,-,1
02/26/2018,09,Theft,10H70,Service or Gas Station,3200-3299,OLD SPANISH TRL,-,-,1
02/26/2018,06,Burglary,10H70,Restaurant or Cafeteria,4800-4899,SAN JACINTO,ST,-,1
02/26/2018,03,Theft,10H70,Driveway,1200-1299,IMPERIAL BEND,DR,-,1
02/26/2018,11,Theft,10H70,Apartment Parking Lot,5900-5999,ALMEDA RD,RD,-,1
02/26/2018,11,Theft,10H70,Hospital,6600-6699,FANNIN ST,ST,-,1
02/26/2018,17,Theft,10H70,"Road, Street, or Sidewalk",3000-3099,WAYSIDE,DR,S,1
02/27/2018,07,Theft,10H70,Commercial Parking Lot or Garage,6500-6599,FANNIN ST,ST,-,1
02/27/2018,21,Theft,10H70,"Field, Woods, Forest, Park",6000-6099,FANNIN ST,ST,-,1
02/27/2018,18,Burglary,10H70,Apartment,7300-7399,ARDMORE ST. APT. 1152,-,-,1
02/28/2018,00,Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6300-6399,FANNIN ST,ST,-,1
02/28/2018,07,Theft,10H70,"Road, Street, or Sidewalk",5200-5299,JACKSON ST,ST,-,1
02/28/2018,19,Rape,10H70,Hospital,1500-1599,TAUB,LP,-,1
02/28/2018,19,Theft,10H70,Driveway,6700-6799,BISSONNETT,ST,-,1
02/01/2018,22,Theft,10H80,Strip Business Center Parking Lot,5700-5799,WILLOWBEND,BLVD,-,1
02/01/2018,11,Theft,10H80,Restaurant or Cafeteria,2200-2299,W HOLCOMBE BLVD,BLVD,-,1
02/01/2018,13,Theft,10H80,Driveway,2300-2399,MARONEAL ST,ST,-,1
02/02/2018,20,Theft,10H80,Commercial Parking Lot or Garage,5400-5499,MORNINGSIDE DR,-,-,1
02/02/2018,17,Theft,10H80,Commercial Building,1700-1799,SUNSET BLVD,BLVD,-,1
02/02/2018,17,Theft,10H80,Department or Discount Store,2400-2499,UNIVERSITY BLVD,BLVD,-,1
02/02/2018,21,Theft,10H80,Commercial Parking Lot or Garage,2300-2399,RICE BLVD,BLVD,-,1
02/03/2018,02,Burglary,10H80,Restaurant or Cafeteria,5100-5199,KIRBY,DR,-,1
02/05/2018,15,Theft,10H80,Other Parking Lot,2400-2499,RICE BLVD,BLVD,-,1
02/06/2018,14,Theft,10H80,Specialty Store (Non-Specific),2400-2499,UNIVERSITY,BLVD,-,1
02/06/2018,20,Theft,10H80,Mall Parking Lot,5600-5699,MORNINGSIDE DR,-,-,1
02/07/2018,17,Burglary,10H80,Residence or House,2100-2199,DRYDEN RD,RD,-,1
02/08/2018,14,Rape,10H80,Residence or House,200-299,MILBY,ST,N,1
02/08/2018,17,Robbery,10H80,Specialty Store (Non-Specific),6000-6099,KIRBY,DR,-,1
02/09/2018,00,Theft,10H80,Restaurant or Cafeteria Parking Lot,2300-2399,RAGLAND,-,-,1
02/09/2018,12,AutoTheft,10H80,Other Parking Lot,5600-5699,KIRBY DR,-,-,1
02/09/2018,10,Theft,10H80,Service or Gas Station,6100-6199,KIRBY,-,-,1
02/09/2018,17,Theft,10H80,Department or Discount Store,2400-2499,UNIVERSITY BLVD,BLVD,-,1
02/09/2018,23,Theft,10H80,"Road, Street, or Sidewalk",400-499,NAPLES,ST,-,1
02/09/2018,23,Theft,10H80,"Road, Street, or Sidewalk",5300-5399,MORNINGSIDE DR,-,-,1
02/10/2018,10,Theft,10H80,Bar or Night Club Parking Lot,5700-5799,KIRBY DR,-,-,1
02/10/2018,23,Aggravated Assault,10H80,Residence or House,4000-4099,SOUTHWEST,ST,-,2
02/12/2018,14,Rape,10H80,Apartment,4900-4999,TRAVIS,-,-,1
02/12/2018,22,Aggravated Assault,10H80,"Road, Street, or Sidewalk",3800-3899,MULBERRY,-,-,1
02/13/2018,07,AutoTheft,10H80,Apartment Parking Lot,4100-4199,GREENBRIAR DR,-,-,1
02/13/2018,17,Theft,10H80,"Physician, Doctor, Dentist's Office",2500-2599,W HOLCOMBE BLVD,BLVD,-,1
02/13/2018,19,Theft,10H80,"Parks and Recreation, Zoo, Swimming Pool",2300-2399,SUNSET BLVD,BLVD,-,1
02/13/2018,13,Theft,10H80,"Gym, Recreat, Club House, Indoor Pool",2500-2599,DUNSTAN RD,RD,-,1
02/14/2018,20,Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHWEST FWY IB,-,-,1
02/14/2018,14,Theft,10H80,Specialty Store (Non-Specific),2400-2499,UNIVERSITY,BLVD,-,1
02/14/2018,09,Theft,10H80,Residence or House,2300-2399,SHAKESPEARE,-,-,1
02/15/2018,09,Theft,10H80,"Road, Street, or Sidewalk",2000-2099,ALBANS RD,RD,-,1
02/15/2018,19,Theft,10H80,Commercial Parking Lot or Garage,2700-2799,REVERE ST APT 3026,-,-,1
02/15/2018,21,Theft,10H80,"Road, Street, or Sidewalk",1100-1199,BANKS ST,ST,-,1
02/15/2018,15,Theft,10H80,Restaurant or Cafeteria Parking Lot,4300-4399,BENNING,DR,-,1
02/16/2018,13,Theft,10H80,Restaurant or Cafeteria,2200-2299,W HOLCOMBE BLVD,BLVD,-,1
02/16/2018,23,Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHWEST FWY IB,-,-,1
02/17/2018,03,Robbery,10H80,"Road, Street, or Sidewalk",1900-1999,MCKINNEY A,-,W,1
02/17/2018,10,AutoTheft,10H80,Residence or House,2400-2499,SOUTHGATE BLVD,BLVD,-,1
02/17/2018,11,Theft,10H80,Driveway,2500-2599,SWIFT BLVD,BLVD,-,1
02/17/2018,16,Theft,10H80,Other Parking Lot,4800-4899,MAIN ST,ST,-,1
02/18/2018,17,Theft,10H80,"Road, Street, or Sidewalk",2000-2099,BANKS ST,ST,-,1
02/19/2018,22,Theft,10H80,Restaurant or Cafeteria Parking Lot,2300-2399,BISSONNET ST,ST,-,1
02/20/2018,10,Theft,10H80,Commercial Parking Lot or Garage,5500-5599,KELVIN,DR,-,1
02/20/2018,11,Theft,10H80,Garage or Carport,5100-5199,MORNINGSIDE DR,-,-,1
02/20/2018,19,Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHWEST FWY IB,-,-,1
02/20/2018,21,Theft,10H80,"Road, Street, or Sidewalk",5600-5699,LOCKE LANE,-,-,1
02/20/2018,21,Theft,10H80,Strip Business Center Parking Lot,2400-2499,RICE BLVD,BLVD,-,1
02/20/2018,22,Theft,10H80,Strip Business Center Parking Lot,3700-3799,PURDUE STREET,-,-,1
02/22/2018,12,Theft,10H80,Drug Store or Medical Supply,2200-2299,HOLCOMBE,BLVD,W,1
02/22/2018,13,Theft,10H80,Specialty Store (Non-Specific),2500-2599,HOLCOMBE BLVD,BLVD,-,1
02/23/2018,13,Theft,10H80,Residence or House,1300-1399,VASSAR,ST,-,1
02/23/2018,15,Theft,10H80,"Road, Street, or Sidewalk",5600-5699,KIRBY DR,-,-,1
02/23/2018,11,Theft,10H80,Bar or Night Club,5700-5799,KIRBY DR,-,-,1
02/23/2018,16,Burglary,10H80,Residence or House,2300-2399,N BRAESWOOD BLVD,BLVD,-,1
02/24/2018,08,Burglary,10H80,Miscellaneous Business (Non-Specific),4500-4599,KELVIN,DR,-,1
02/25/2018,10,AutoTheft,10H80,"Road, Street, or Sidewalk",1500-1599,BANKS ST,ST,-,1
02/25/2018,17,Robbery,10H80,"Road, Street, or Sidewalk",1900-1999,ALBANS,RD,-,1
02/26/2018,03,Burglary,10H80,Bar or Night Club,2300-2399,BISSONNET,ST,-,1
02/26/2018,05,Theft,10H80,"Road, Street, or Sidewalk",1800-1899,P.O. BOX 6604,-,-,1
02/26/2018,19,Robbery,10H80,Apartment,2200-2299,MARONEAL ST,ST,-,1
02/27/2018,08,Theft,10H80,Commercial Parking Lot or Garage,2400-2499,RICE BLVD,BLVD,-,1
02/27/2018,20,Burglary,10H80,"Hotel, Motel, Inn, Etc.",6700-6799,MORNINGSIDE DR,-,-,1
02/27/2018,15,Rape,10H80,"Hotel, Motel, Inn, Etc.",2500-2599,BOLSOVER ST,ST,-,1
02/28/2018,05,Burglary,10H80,"Furniture, Appliances, Radios, TV Store",4700-4799,MAIN,ST,-,1
02/28/2018,10,Theft,10H80,Residence or House,2300-2399,WROXTON RD,RD,-,1
