iter	Accuracy	MultiClass	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6	F1:class=7	F1:class=8
459	0.5079645028	1.277891354	0.01797752809	0.4506899953	0.3229806705	0.01374183375	0.008438818565	0.005025125628	0	0.6744032464	0.001832012426
460	0.5079558995	1.277872272	0.01797752809	0.4506527248	0.323010833	0.01374183375	0.008438818565	0.005025125628	0.001011633789	0.6743780371	0.001832158362
461	0.5079558995	1.277862295	0.01797752809	0.4506595037	0.3229470223	0.01374260772	0.008438818565	0.005025125628	0.001011633789	0.6743780371	0.00191166514
462	0.5078354533	1.277816361	0.01797752809	0.4505120001	0.3226529659	0.01374183375	0.008438818565	0.005025125628	0.001011633789	0.6742778828	0.001832085391
463	0.5078784698	1.277778447	0.01797752809	0.4505359706	0.3226542056	0.01373951236	0.008438818565	0.005025125628	0.002022244692	0.6743277197	0.00191166514
464	0.5078784698	1.277758238	0.01797752809	0.4504474165	0.3226602366	0.01407499156	0.008438818565	0.005025125628	0.002022244692	0.6743467499	0.001832158362
465	0.5079171847	1.277741016	0.01797752809	0.4505515649	0.3225577265	0.01407578402	0.008438818565	0.005025125628	0.002022244692	0.6743801653	0.001911741278
466	0.5079429945	1.277721229	0.01797752809	0.450615503	0.3225758199	0.01407578402	0.008438818565	0.005025125628	0.002022244692	0.6744256562	0.001911741278
467	0.5079386929	1.277682246	0.01797752809	0.4506087249	0.3226518098	0.01396239162	0.008438818565	0.005025125628	0	0.6744255595	0.001911817421
468	0.5079171847	1.277664518	0.01797752809	0.45064959	0.3224467667	0.01385213131	0.008438818565	0.005025125628	0	0.6744173489	0.001911741278
469	0.5079429945	1.277631501	0.01797752809	0.4505838884	0.322619248	0.01406944679	0.008438818565	0.005025125628	0	0.674450481	0.001991317854
470	0.5079472962	1.277625421	0.01797752809	0.4506179766	0.3225878833	0.01418120428	0.008438818565	0.005025125628	0	0.67444198	0.001911741278
471	0.5079515978	1.277567149	0.01797752809	0.4504833822	0.3230568012	0.01418359881	0.008438818565	0.005025125628	0	0.674450966	0.001911741278
472	0.5079731061	1.277544029	0.01797752809	0.4505915547	0.3229929735	0.01429697174	0.008438818565	0.005025125628	0	0.6744371521	0.001911741278
473	0.5079602011	1.277530018	0.01797752809	0.450582304	0.3225939154	0.01418519561	0.008438818565	0.005025125628	0	0.6744695079	0.001911741278
474	0.5080204242	1.277476289	0.01797752809	0.4505569411	0.3227217497	0.01418519561	0.008438818565	0.005025125628	0	0.6745233854	0.002070888092
475	0.5079558995	1.277448131	0.01797752809	0.45050565	0.3226288833	0.01418839029	0.008438818565	0.005025125628	0	0.6744372423	0.001991317854
476	0.5080376308	1.27742104	0.01797752809	0.4506260923	0.3233289132	0.01418679277	0.008438818565	0.005025125628	0	0.674495794	0.001991317854
477	0.5079903127	1.277390995	0.01797752809	0.4505485692	0.323698344	0.01418599415	0.008438818565	0.005025125628	0	0.6744330008	0.001991317854
478	0.5080118209	1.277370242	0.01797752809	0.4506547557	0.3235864538	0.01441035744	0.008438818565	0.005025125628	0	0.6744529065	0.00191166514
479	0.5080290275	1.277320531	0.01797752809	0.4506145619	0.3231900833	0.01441116866	0.008438818565	0.005025125628	0	0.6745208165	0.001911817421
480	0.5081107589	1.277232837	0.01797752809	0.450627343	0.3231330031	0.01418599415	0.008438818565	0.005025125628	0	0.6744722709	0.001911436763
481	0.5080763457	1.277209182	0.01797752809	0.4505839387	0.3229641816	0.01407340689	0.008438818565	0.005025125628	0	0.6744781614	0.001990921398
482	0.5081064572	1.277186186	0.01797752809	0.4506149054	0.3233617967	0.01407340689	0.008438818565	0.005025125628	0	0.6744482402	0.002150023889
483	0.5080634407	1.277156662	0.01797752809	0.4504912348	0.3231666293	0.01418280054	0.008438818565	0.005025125628	0	0.6744678378	0.002229476869
484	0.5080634407	1.277120549	0.01797752809	0.4504270211	0.323159449	0.01418359881	0.008438818565	0.005025125628	0	0.6744898467	0.002308917197
485	0.508084949	1.277112115	0.01797752809	0.4504887719	0.3230196863	0.01418359881	0.008438818565	0.005025125628	0	0.6745230544	0.002308917197
486	0.5081236638	1.277076428	0.01797752809	0.4505281068	0.3229147194	0.01418359881	0.008438818565	0.005025125628	0	0.6746033723	0.002309009117
487	0.5081150605	1.277051468	0.01797752809	0.4506522472	0.3229521068	0.01418359881	0.008438818565	0.005025125628	0	0.674549629	0.002388725217
488	0.5080978539	1.277024753	0.01797752809	0.4505046615	0.3230605341	0.01407182258	0.008438818565	0.005025125628	0	0.6745829424	0.002388820321
489	0.508072044	1.277013966	0.01797752809	0.4504938182	0.3230809478	0.01407103056	0.008438818565	0.005025125628	0	0.6745529208	0.002388820321
490	0.5081752836	1.276982638	0.01797752809	0.4504630411	0.3234261818	0.01418359881	0.008438818565	0.005025125628	0	0.6746246851	0.002388820321
491	0.5082269034	1.276943063	0.01797752809	0.4504866219	0.3238322638	0.01418439716	0.008438818565	0.005025125628	0	0.6747156024	0.002309284918
492	0.5081924902	1.276935716	0.01797752809	0.4505214815	0.3234295099	0.01407419918	0.008438818565	0.005025125628	0	0.6747040972	0.002229743181
493	0.5082269034	1.276920911	0.01797752809	0.4505103557	0.3236495942	0.01407419918	0.008438818565	0.005025125628	0	0.6747202019	0.002229743181
494	0.5082139984	1.276907709	0.01797752809	0.4505015299	0.3236122773	0.01385057148	0.008438818565	0.005025125628	0	0.6747144998	0.002229831966
495	0.5081666803	1.27688512	0.01797752809	0.4504035658	0.3235799059	0.01384979169	0.008438818565	0.005025125628	0	0.6746698879	0.002229831966
496	0.5082957298	1.276863665	0.01797752809	0.4506436045	0.3232817372	0.01385057148	0.008438818565	0.005025125628	0.001011633789	0.6748216191	0.002229920758
497	0.5082914281	1.276838639	0.01797752809	0.4506083116	0.3233333956	0.01373719176	0.008438818565	0.005025125628	0.001011633789	0.6748328235	0.002309468822
498	0.5081838869	1.276820981	0.01797752809	0.4505006544	0.3230852513	0.0137379652	0.008438818565	0.005025125628	0.001011633789	0.6747448079	0.002389010551
499	0.5082742215	1.276658285	0.01797752809	0.4506443619	0.3239352577	0.0137379652	0.008438818565	0.005025125628	0.001011633789	0.6748933235	0.002309468822
